communication,exact_oracle_gap_day12_reference,perfect_information_contrast_day12,perfect_information_contrast_five_day,reachable_union_contrast_day12,reachable_union_contrast_five_day,reachable_per_realization_min_day12,reachable_per_realization_mean_day12,reachable_per_realization_min_five_day,reachable_per_realization_mean_five_day,break_even_percent,achieved_day12,achieved_five_day
1.0,21.011470264464425,2.95198300204552,2.9856789952865275,1.427370237538561,1.4273702375385577,0.8020188995726798,2.1062952530976844,0.8020188995726585,2.1062952530976795,11.869181190639358,-0.009100563002175951,-0.21184394469371265
0.75,21.011470264464425,2.95198300204552,2.9856789952865275,1.427370237538561,1.4273702375385577,0.8020188995726798,2.1062952530976844,0.8020188995726585,2.1062952530976795,11.869181190639358,-0.009100563002175951,-0.21184394469371265
0.5,21.011470264464425,2.925036887370854,2.958732882176825,1.400424123426949,1.4004241234269463,0.8020189015700154,2.106295253763463,0.8020189015700225,2.106295253763468,11.86918118688763,-0.009100563002896559,-0.21184394479935045
0.25,21.011470264464425,2.7351850779168103,2.789304882444325,1.2105748055358692,1.2105748055358694,0.7661305865828965,1.9567645657182726,0.7661305865828467,1.956764565718269,12.776192107108814,-0.009005520713424768,-0.0936009760668128
0.0,21.011470264464425,5.341876272324841,-3.6472187944977614,1.6647956236143553,1.6647956236143595,2.4079197108587813,2.5981789495794465,2.4079197108587778,2.5981789495794487,9.622123989591486,-0.008630432656134345,1.4445101976177654
